../mahout/mahout-0.1/,../mahout/mahout-0.5/,AVG Mod,10.5457148289%,,../mahout/mahout-0.5/,../mahout/mahout-0.10.0/,AVG Mod,5.01627419355%,,../mahout/mahout-0.10.0/,../mahout/mahout-0.12.2/,AVG Mod,0.0852794361526%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyCreatorMapper.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/function/VectorFunction.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/function/VectorFunction.java,m,0.0%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/stat/Probability.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/jet/stat/Probability.java,m,0.0%
C:/Users/jtshu/Documents/Research/mahout/mahout-0.1/mahout-0.1/core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyDriver.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyDriver.java,m,71.659%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/math/Arithmetic.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/math/Arithmetic.java,m,0.047%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/list/AbstractList.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/list/AbstractList.java,m,0.0%
C:/Users/jtshu/Documents/Research/mahout/mahout-0.1/mahout-0.1/core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyMapper.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyMapper.java,m,7.673%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/math/Constants.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/math/Constants.java,m,1.198%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/list/AbstractObjectList.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/list/AbstractObjectList.java,m,0.0%
C:/Users/jtshu/Documents/Research/mahout/mahout-0.1/mahout-0.1/core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyReducer.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyReducer.java,m,10.878%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/math/package-info.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/math/package-info.java,m,0.211%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/list/ObjectArrayList.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/list/ObjectArrayList.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/minhash/HashFactory.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/math/Polynomial.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/math/Polynomial.java,m,0.0%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/list/package-info.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/list/package-info.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/minhash/HashFunction.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/AbstractContinousDistribution.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/AbstractContinousDistribution.java,m,0.0%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/list/SimpleLongArrayList.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/list/SimpleLongArrayList.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/minhash/MinHashDriver.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/AbstractDiscreteDistribution.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/AbstractDiscreteDistribution.java,m,0.442%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/map/HashFunctions.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/map/HashFunctions.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/minhash/MinHashMapper.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/AbstractDistribution.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/AbstractDistribution.java,m,2.858%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/map/OpenHashMap.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/map/OpenHashMap.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/minhash/MinHashReducer.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/Exponential.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/Exponential.java,m,0.328%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/map/package-info.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/map/package-info.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/common/AffinityMatrixInputJob.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/Gamma.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/Gamma.java,m,0.604%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/map/PrimeFinder.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/map/PrimeFinder.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/common/AffinityMatrixInputMapper.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/NegativeBinomial.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/NegativeBinomial.java,m,0.148%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/map/QuickOpenIntIntHashMap.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/map/QuickOpenIntIntHashMap.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/common/AffinityMatrixInputReducer.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/Normal.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/Normal.java,m,0.461%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/AbstractSamplerFunction.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/random/AbstractSamplerFunction.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/common/IntDoublePairWritable.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/Poisson.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/Poisson.java,m,0.555%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/ChineseRestaurant.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/random/ChineseRestaurant.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/common/MatrixDiagonalizeJob.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/Uniform.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/Uniform.java,m,0.885%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/Empirical.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/random/Empirical.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/common/UnitVectorizerJob.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/engine/MersenneTwister.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/engine/MersenneTwister.java,m,0.0%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/IndianBuffet.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/random/IndianBuffet.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/common/VectorCache.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/engine/package-info.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/engine/package-info.java,m,0.125%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/Missing.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/random/Missing.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/common/VectorMatrixMultiplicationJob.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/engine/RandomEngine.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/engine/RandomEngine.java,m,0.138%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/Multinomial.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/random/Multinomial.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/common/VertexWritable.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/random/sampling/RandomSampler.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/random/sampling/RandomSampler.java,m,6.423%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/MultiNormal.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/random/MultiNormal.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/eigencuts/EigencutsAffinityCutsJob.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/stat/Gamma.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/stat/Gamma.java,m,0.053%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/Normal.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/random/Normal.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/eigencuts/EigencutsDriver.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/stat/package-info.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/stat/package-info.java,m,0.279%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/PoissonSampler.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/random/PoissonSampler.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/eigencuts/EigencutsKeys.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/math/src/main/java/org/apache/mahout/math/jet/stat/Probability.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/jet/stat/Probability.java,m,0.077%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/Sampler.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/random/Sampler.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/eigencuts/EigencutsSensitivityJob.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/list/AbstractList.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/WeightedThing.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/random/WeightedThing.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/eigencuts/EigencutsSensitivityMapper.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/list/AbstractObjectList.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/set/AbstractSet.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/set/AbstractSet.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/eigencuts/EigencutsSensitivityNode.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/list/ObjectArrayList.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/set/HashUtils.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/set/HashUtils.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/eigencuts/EigencutsSensitivityReducer.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/list/package-info.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/set/OpenHashSet.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/set/OpenHashSet.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/clustering/spectral/kmeans/SpectralKMeansDriver.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/list/SimpleLongArrayList.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/solver/ConjugateGradientSolver.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/solver/ConjugateGradientSolver.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/common/AbstractJob.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/map/HashFunctions.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/solver/EigenDecomposition.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/solver/EigenDecomposition.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/common/CommandLineUtil.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/map/OpenHashMap.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/solver/JacobiConditioner.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/solver/JacobiConditioner.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/common/HadoopUtil.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/map/package-info.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/solver/LSMR.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/solver/LSMR.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/common/IntegerTuple.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/map/PrimeFinder.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/solver/Preconditioner.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/solver/Preconditioner.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/common/IntPairWritable.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/map/QuickOpenIntIntHashMap.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/ssvd/SequentialBigSvd.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/ssvd/SequentialBigSvd.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/common/IntTuple.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/AbstractSamplerFunction.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/stats/LogLikelihood.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/stats/LogLikelihood.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/common/IOUtils.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/ChineseRestaurant.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/stats/OnlineExponentialAverage.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/stats/OnlineExponentialAverage.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/common/LongPair.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/Empirical.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/stats/OnlineSummarizer.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/main/java/org/apache/mahout/math/stats/OnlineSummarizer.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/common/Pair.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/IndianBuffet.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/test/java/org/apache/mahout/common/RandomUtilsTest.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/test/java/org/apache/mahout/common/RandomUtilsTest.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/common/Parameters.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/Missing.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/test/java/org/apache/mahout/math/AbstractVectorTest.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/test/java/org/apache/mahout/math/AbstractVectorTest.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/common/StringTuple.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/Multinomial.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/test/java/org/apache/mahout/math/CentroidTest.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/test/java/org/apache/mahout/math/CentroidTest.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/main/java/org/apache/mahout/common/StringUtils.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/main/java/org/apache/mahout/math/random/MultiNormal.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/math/src/test/java/org/apache/mahout/math/CholeskyDecompositionTest.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/math/src/test/java/org/apache/mahout/math/CholeskyDecompositionTest.java,m,0.0%
