../mahout/mahout-0.1/,../mahout/mahout-0.5/,AVG Mod,10.5457148289%,,../mahout/mahout-0.5/,../mahout/mahout-0.10.0/,AVG Mod,5.01627419355%,,../mahout/mahout-0.10.0/,../mahout/mahout-0.12.2/,AVG Mod,0.0852794361526%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/test/java/org/apache/mahout/vectorizer/encoders/ConstantValueEncoderTest.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/clustering/streaming/tools/ResplitSequenceFiles.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/MahalanobisDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/distance/MahalanobisDistanceMeasure.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/test/java/org/apache/mahout/vectorizer/encoders/ContinuousValueEncoderTest.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/clustering/topdown/PathDirectory.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/ManhattanDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/distance/ManhattanDistanceMeasure.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/test/java/org/apache/mahout/vectorizer/encoders/InteractionValueEncoderTest.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/clustering/topdown/postprocessor/ClusterCountReader.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/MinkowskiDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/distance/MinkowskiDistanceMeasure.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/test/java/org/apache/mahout/vectorizer/encoders/MurmurHashTest.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/clustering/topdown/postprocessor/ClusterOutputPostProcessor.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/SquaredEuclideanDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/distance/SquaredEuclideanDistanceMeasure.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/test/java/org/apache/mahout/vectorizer/encoders/TextValueEncoderTest.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/clustering/topdown/postprocessor/ClusterOutputPostProcessorDriver.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/TanimotoDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/distance/TanimotoDistanceMeasure.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/core/src/test/java/org/apache/mahout/vectorizer/encoders/WordLikeValueEncoderTest.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/clustering/topdown/postprocessor/ClusterOutputPostProcessorMapper.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/WeightedDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/distance/WeightedDistanceMeasure.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/common/NoSuchItemException.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/clustering/topdown/postprocessor/ClusterOutputPostProcessorReducer.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/WeightedEuclideanDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/distance/WeightedEuclideanDistanceMeasure.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/common/NoSuchUserException.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/AbstractJob.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/AbstractJob.java,m,20.713%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/WeightedManhattanDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/distance/WeightedManhattanDistanceMeasure.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/common/Refreshable.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/ClassUtils.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/CopyConstructorIterator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/CopyConstructorIterator.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/common/TasteException.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/CommandLineUtil.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/CommandLineUtil.java,m,6.206%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/CountingIterator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/CountingIterator.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/common/Weighting.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/HadoopUtil.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/HadoopUtil.java,m,76.719%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/FileLineIterable.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/FileLineIterable.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/eval/DataModelBuilder.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/IntegerTuple.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/IntegerTuple.java,m,0.663%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/FileLineIterator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/FileLineIterator.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/eval/IRStatistics.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/IntPairWritable.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/IntPairWritable.java,m,0.174%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/FixedSizeSamplingIterator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/FixedSizeSamplingIterator.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/eval/RecommenderBuilder.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/LongPair.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/LongPair.java,m,0.022%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/SamplingIterable.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/SamplingIterable.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/eval/RecommenderEvaluator.java,+,,, ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/MemoryUtil.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/SamplingIterator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/SamplingIterator.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/eval/RecommenderIRStatsEvaluator.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/Pair.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/Pair.java,m,1.327%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/StableFixedSizeSamplingIterator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/StableFixedSizeSamplingIterator.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/EntityCountWritable.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/Parameters.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/Parameters.java,m,2.543%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/StringRecordIterator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/StringRecordIterator.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/EntityEntityWritable.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/StringTuple.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/StringTuple.java,m,0.629%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/PathFilters.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/PathFilters.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/EntityPrefWritable.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/StringUtils.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/StringUtils.java,m,4.239%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/PathType.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/PathType.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/EntityPrefWritableArrayWritable.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/TimingStatistics.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/TimingStatistics.java,m,15.003%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileDirIterable.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileDirIterable.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/MaybePruneRowsMapper.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/commandline/DefaultOptionCreator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/commandline/DefaultOptionCreator.java,m,13.04%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileDirIterator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileDirIterator.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/RecommendedItemsWritable.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/distance/ChebyshevDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/ChebyshevDistanceMeasure.java,m,5.815%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileDirValueIterable.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileDirValueIterable.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/TasteHadoopUtils.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/distance/CosineDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/CosineDistanceMeasure.java,m,7.203%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileDirValueIterator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileDirValueIterator.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/ToEntityPrefsMapper.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/distance/DistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/DistanceMeasure.java,m,0.0%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileIterable.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileIterable.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/ToItemPrefsMapper.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/distance/EuclideanDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/EuclideanDistanceMeasure.java,m,0.0%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileIterator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileIterator.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/ToUserPrefsMapper.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/distance/MahalanobisDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/MahalanobisDistanceMeasure.java,m,2.814%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileValueIterable.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileValueIterable.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/als/FeatureVectorWithRatingWritable.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/distance/ManhattanDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/ManhattanDistanceMeasure.java,m,5.799%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileValueIterator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/iterator/sequencefile/SequenceFileValueIterator.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/als/IndexedVarIntWritable.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/distance/MinkowskiDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/MinkowskiDistanceMeasure.java,m,3.857%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/lucene/AnalyzerUtils.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/lucene/AnalyzerUtils.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/als/ParallelALSFactorizationJob.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/distance/SquaredEuclideanDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/SquaredEuclideanDistanceMeasure.java,m,0.0%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/lucene/IteratorTokenStream.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/lucene/IteratorTokenStream.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/als/PredictionJob.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/distance/TanimotoDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/TanimotoDistanceMeasure.java,m,8.736%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/lucene/TokenStreamIterator.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/lucene/TokenStreamIterator.java,m,0.0%
 ,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/cf/taste/hadoop/als/TaggedVarIntWritable.java,+,,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.5/mahout-0.5/distribution/target/mahout-distribution-0.5-src/mahout-distribution-0.5/core/src/main/java/org/apache/mahout/common/distance/WeightedDistanceMeasure.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/distance/WeightedDistanceMeasure.java,m,2.552%,,C:/Users/jtshu/Documents/Research/mahout/mahout-0.10.0/mahout-0.10.0/mr/src/main/java/org/apache/mahout/common/mapreduce/MergeVectorsCombiner.java,C:/Users/jtshu/Documents/Research/mahout/mahout-0.12.2/mahout-0.12.2/mr/src/main/java/org/apache/mahout/common/mapreduce/MergeVectorsCombiner.java,m,0.0%
