../azureus/Azureus_2.2.0.2_source,../azureus/Azureus_2.3.0.2_source,AVG Mod,1.80888339223%,
,SUB,71,ADD,508,
C:/Users/jtshu/Documents/Research/azureus/Azureus_2.2.0.2_source/com/aelitis/azureus/core/AzureusCore.java,C:/Users/jtshu/Documents/Research/azureus/Azureus_2.3.0.2_source/com/aelitis/azureus/core/AzureusCore.java,m,3.885%
C:/Users/jtshu/Documents/Research/azureus/Azureus_2.2.0.2_source/com/aelitis/azureus/core/diskmanager/cache/impl/CacheFileManagerImpl.java,C:/Users/jtshu/Documents/Research/azureus/Azureus_2.3.0.2_source/com/aelitis/azureus/core/diskmanager/cache/impl/CacheFileManagerImpl.java,m,0.278%
C:/Users/jtshu/Documents/Research/azureus/Azureus_2.2.0.2_source/com/aelitis/azureus/core/diskmanager/cache/impl/CacheFileManagerStatsImpl.java,C:/Users/jtshu/Documents/Research/azureus/Azureus_2.3.0.2_source/com/aelitis/azureus/core/diskmanager/cache/impl/CacheFileManagerStatsImpl.java,m,0.0%
C:/Users/jtshu/Documents/Research/azureus/Azureus_2.2.0.2_source/com/aelitis/azureus/core/diskmanager/cache/impl/CacheFileWithCache.java,C:/Users/jtshu/Documents/Research/azureus/Azureus_2.3.0.2_source/com/aelitis/azureus/core/diskmanager/cache/impl/CacheFileWithCache.java,m,1.327%
C:/Users/jtshu/Documents/Research/azureus/Azureus_2.2.0.2_source/com/aelitis/azureus/core/diskmanager/cache/impl/CacheFileWithoutCache.java,C:/Users/jtshu/Documents/Research/azureus/Azureus_2.3.0.2_source/com/aelitis/azureus/core/diskmanager/cache/impl/CacheFileWithoutCache.java,m,0.0%
C:/Users/jtshu/Documents/Research/azureus/Azureus_2.2.0.2_source/com/aelitis/azureus/core/diskmanager/cache/impl/Test.java,C:/Users/jtshu/Documents/Research/azureus/Azureus_2.3.0.2_source/com/aelitis/azureus/core/diskmanager/cache/impl/Test.java,m,0.0%
C:/Users/jtshu/Documents/Research/azureus/Azureus_2.2.0.2_source/com/aelitis/azureus/core/diskmanager/file/FMFile.java,C:/Users/jtshu/Documents/Research/azureus/Azureus_2.3.0.2_source/com/aelitis/azureus/core/diskmanager/file/FMFile.java,m,0.892%
C:/Users/jtshu/Documents/Research/azureus/Azureus_2.2.0.2_source/com/aelitis/azureus/core/diskmanager/file/FMFileManager.java,C:/Users/jtshu/Documents/Research/azureus/Azureus_2.3.0.2_source/com/aelitis/azureus/core/diskmanager/file/FMFileManager.java,m,0.0%
C:/Users/jtshu/Documents/Research/azureus/Azureus_2.2.0.2_source/com/aelitis/azureus/core/diskmanager/file/FMFileManagerException.java,C:/Users/jtshu/Documents/Research/azureus/Azureus_2.3.0.2_source/com/aelitis/azureus/core/diskmanager/file/FMFileManagerException.java,m,0.0%
C:/Users/jtshu/Documents/Research/azureus/Azureus_2.2.0.2_source/com/aelitis/azureus/core/diskmanager/file/FMFileManagerFactory.java,C:/Users/jtshu/Documents/Research/azureus/Azureus_2.3.0.2_source/com/aelitis/azureus/core/diskmanager/file/FMFileManagerFactory.java,m,0.0%
C:/Users/jtshu/Documents/Research/azureus/Azureus_2.2.0.2_source/com/aelitis/azureus/core/diskmanager/file/FMFileOwner.java,C:/Users/jtshu/Documents/Research/azureus/Azureus_2.3.0.2_source/com/aelitis/azureus/core/diskmanager/file/FMFileOwner.java,m,0.0%
